"CO_UNIDADE";"CO_CNES";"NU_CNPJ_MANTENEDORA";"TP_PFPJ";"NIVEL_DEP";"NO_RAZAO_SOCIAL";"NO_FANTASIA";"NO_LOGRADOURO";"NU_ENDERECO";"NO_COMPLEMENTO";"NO_BAIRRO";"CO_CEP";"CO_REGIAO_SAUDE";"CO_MICRO_REGIAO";"CO_DISTRITO_SANITARIO";"CO_DISTRITO_ADMINISTRATIVO";"NU_TELEFONE";"NU_FAX";"NO_EMAIL";"NU_CPF";"NU_CNPJ";"CO_ATIVIDADE";"CO_CLIENTELA";"NU_ALVARA";"DT_EXPEDICAO";"TP_ORGAO_EXPEDIDOR";"DT_VAL_LIC_SANI";"TP_LIC_SANI";"TP_UNIDADE";"CO_TURNO_ATENDIMENTO";"CO_ESTADO_GESTOR";"CO_MUNICIPIO_GESTOR";"TO_CHAR(DT_ATUALIZACAO,'DD/MM/YYYY')";"CO_USUARIO";"CO_CPFDIRETORCLN";"REG_DIRETORCLN";"ST_ADESAO_FILANTROP";"CO_MOTIVO_DESAB";"NO_URL";"NU_LATITUDE";"NU_LONGITUDE";"TO_CHAR(DT_ATU_GEO,'DD/MM/YYYY')";"NO_USUARIO_GEO";"CO_NATUREZA_JUR";"TP_ESTAB_SEMPRE_ABERTO";"ST_GERACREDITO_GERENTE_SGIF";"ST_CONEXAO_INTERNET";"CO_TIPO_UNIDADE";"NO_FANTASIA_ABREV";"TP_GESTAO";"TO_CHAR(DT_ATUALIZACAO_ORIGEM,'DD/MM/YYYY')";"CO_TIPO_ESTABELECIMENTO";"CO_ATIVIDADE_PRINCIPAL";"ST_CONTRATO_FORMALIZADO"
"MG0023000000000000000004";"2140640";"19613124000170";"3";"3";"LABORATORIO DE ANALISE CLINICA DE IPATINGA LTDA";"LABORATORIO DE ANALISE CLINICA DE IPATINGA";"RUA ITAJUBA";"195";"";"CENTRO";"35160035";"023";"";"";"";"(31)38221980";"(31)38221980";"";"";"";"04";"02";"";"";"";"";"";"39";"03";"31";"313130";"05/02/2002";"drs";"";"";"";"08";"";"";"";"";"";"2000";"";"";"";"";"";"M";"12/03/2002";"";"";""
"RJ0000330455000028000107000825";"2271249";"";"3";"1";"ONCOLOGISTAS ASSOCIADOS SERVICOS MEDICOS LTDA";"ONCOLOGISTAS ASSOCIADOS";"RUA DR CAETANO DE FARIA E CASTRO";"25";"SALAS 303 E 307";"CAMPO GRANDE";"23052010";"";"";"";"";"(21)33949816";"(21)33949816";"oncobotger@visualnet.com.br";"";"28000107000825";"04";"03";"02901307";"28-nov-2000 00:00:00";"2 ";"";"";"36";"04";"33";"330455";"18/12/2001";"eliane";"";"";"";"08";"";"";"";"";"";"2000";"";"";"";"";"";"E";"01/01/9000";"";"";""
"BA0000290320000004188091000191";"2517817";"";"3";"1";"UROCENTRO LTDA";"UROCENTRO";"RUA BARAO DE COTEGIPE";"181";"";"CENTRO";"47800000";"25";"";"";"";"(77)612 8545";"(77) 6128545";"";"";"04188091000191";"04";"02";"045/00";"21-dez-2000 00:00:00";"1 ";"";"";"22";"02";"29";"290320";"25/11/2002";"sms";"";"";"";"08";"";"";"";"";"";"2000";"";"";"";"";"";"D";"12/03/2002";"";"";""
"ES00020000000000000084123761704";"2448335";"";"1";"1";"MARIA GORETH DE FREITAS";"MARIA GORETH DE FREITAS";"RUA JOSE BRAIS DE MENDONCA";"S/N";"";"CENTRO";"29290000";"002";"";"";"";"(28)35331720";"";"";"84123761704";"";"04";"03";"";"";"";"";"";"22";"03";"32";"320440";"02/12/2001";"elisandra ch";"";"";"";"08";"";"";"";"";"";"4000";"";"";"";"";"";"D";"01/01/9000";"";"";""
"ES00020000000000000070512434700";"2448351";"";"1";"1";"WILSON CHAMUM MAMERI";"WILSON CHAMUM MAMERI";"RUA FRANCISCO ALVES ATAIDE";"S/N";"";"CENTRO";"29290000";"002";"";"";"";"(28)35331388";"";"";"70512434700";"";"04";"03";"";"";"";"";"";"22";"03";"32";"320440";"02/12/2001";"elisandra ch";"";"";"";"08";"";"";"";"";"";"4000";"";"";"";"";"";"D";"01/01/9000";"";"";""
"ES00020000000000000097788155772";"2448386";"";"1";"1";"FABIO OLIOSE";"FABIO OLIOSE";"RUA ZEFERINO NETO";"S/N";"";"CENTRO";"29290000";"002";"";"";"";"(28)35331592";"(28)35331592";"";"97788155772";"";"04";"03";"";"";"";"";"";"22";"03";"32";"320440";"02/12/2001";"elisandra ch";"";"";"";"08";"";"";"";"";"";"4000";"";"";"";"";"";"D";"01/01/9000";"";"";""
"ES00000000000000000045123519734";"2448742";"";"1";"1";"MAGESTE ANALISES CLINICAS";"MAGESTE ANALISES CLINICAS";"AVN 13 DE MAIO";"410";"";"CENTRO";"29750000";"0003";"";"";"";"(27)37261198";"";"";"45123519734";"";"04";"01";"11/001";"30-jul-2001 00:00:00";"2 ";"";"";"39";"03";"32";"320400";"27/11/2001";"luciano g b";"";"";"";"08";"";"";"";"";"";"4000";"";"";"";"";"";"D";"01/01/9000";"";"";""
"MG00040000000000018647800000164";"2135973";"";"3";"1";"POSTO DE COLETA";"POSTO DE COLETA";"PRACA VEREADOR FRANCISCO XAVIER";"33";"SALA 503";"CENTRO";"39120000";"004";"";"";"";"(3 )";"";"";"";"18647800000164";"04";"03";"";"";"";"";"";"39";"03";"31";"312760";"19/02/2002";"fred freitas";"";"";"";"08";"";"";"";"";"";"2000";"";"";"";"";"";"M";"12/03/2002";"";"";""
"MG0000313130000004761891000150";"2698781";"";"3";"1";"ORAL MASTER LTDA";"ORAL MASTER";"AVN JOAO VALENTIM PASCOAL";"205";"SALA 101";"CENTRO";"35160003";"";"";"";"";"(31)38222410";"";"";"";"04761891000150";"04";"01";"324072002";"29-jul-2002 00:00:00";"2 ";"";"";"22";"03";"31";"313130";"05/08/2003";"milton jesus";"";"";"";"08";"";"";"";"";"";"2000";"";"";"";"";"";"M";"02/09/2003";"";"";""
"RJ0000330040000000671742000149";"2293420";"";"3";"1";"RADICLIN CLINICA DE MED NUCLEAR E ONCOLOGIA S FLUMINENSE LT";"RADICLIN";"RUA PINTO RIBEIRO";"205";"";"CENTRO";"27310420";"10";"";"";"";"(  )";"";"";"";"00671742000149";"04";"03";"";"";"";"";"";"39";"03";"33";"330040";"27/06/2002";"simone";"";"";"";"08";"";"";"";"";"";"2000";"";"";"";"";"";"E";"30/09/2002";"";"";""
"RJ***S33058002994169000130";"2813629";"";"3";"1";"FHETA SERV DE TRANSF HEMATOLOGIA E AFERESE LTDA";"BANCO DE SANGUE";"RUA JUDITH MAURICIO DE PAULA";"40";"";"IUCAS";"25964220";"";"";"";"";"";"";"";"";"02994169000130";"04";"02";"";"";"";"";"";"04";"05";"33";"330580";"15/09/2003";"PLANEJAMENTO";"";"";"";"08";"";"";"";"";"";"2000";"";"";"";"";"";"M";"30/09/2003";"";"";""
"MG00020000000000020462693000141";"2161192";"";"3";"1";"FISIOCENTRO CONSULTORIO DE FISIOTERAPIA LTDA";"FISIOCENTRO CONSULTORIO DE FISIOTERAPIA LTDA";"RUA CARLOS MARTINS";"98";"";"CENTRO";"35720000";"";"";"";"";"(31)37121290";"";"";"";"20462693000141";"04";"01";"";"";"";"";"";"22";"03";"31";"314110";"12/04/2002";"talles";"";"";"";"08";"";"";"";"";"";"2000";"";"";"";"";"";"M";"08/05/2002";"";"";""
"MG00040000000000000056837003615";"2163128";"";"1";"1";"CLAUDIO GERALDO DE SOUZA";"CONSULTORIO ODONTOLOGICO";"RUA CORONEL AMARAL";"130";"";"CENTRO";"39640000";"004";"";"";"";"(33)37371341";"";"";"56837003615";"";"04";"01";"";"";"";"";"";"22";"03";"31";"310650";"05/04/2002";"fred freitas";"";"";"";"08";"";"";"";"";"";"4000";"";"";"";"";"";"M";"08/05/2002";"";"";""
"PE00000000000000012047965000119";"2350475";"";"3";"1";"CLINICA MEDICO CIRURGICA DE CARPINA";"MEDICO CIRURGICA DO CARPINA";"PRACA SAO JOSE";"0124";"";"CENTRO";"58100000";"002";"";"";"";"(81)36220411";"(81)36220411";"";"";"12047965000119";"04";"01";"";"";"";"";"";"15";"06";"25";"250400";"18/09/2001";"digit5";"";"";"";"08";"";"";"";"";"";"2000";"";"";"";"";"";"D";"30/10/2001";"";"";""
"ES00020000000000000068799144700";"2448343";"";"1";"1";"PAULO CHAMUM MAMERI";"PAULO CHAMUM MAMERI";"RUA JOAQUIM ALVES";"S/N";"";"CENTRO";"29290000";"002";"";"";"";"";"";"";"68799144700";"";"04";"03";"";"";"";"";"";"22";"03";"32";"320440";"02/12/2001";"elisandra ch";"";"";"";"08";"";"";"";"";"";"4000";"";"";"";"";"";"D";"01/01/9000";"";"";""
"ES00020000000000000094285560763";"2448378";"";"1";"1";"ROSANE IORIO TESSARI ROHR";"ROSANE IORIO TESSARI ROHR";"RUA MUNIZ FREIRE";"10";"";"CENTRO";"29290000";"002";"";"";"";"(28)35331318";"(28)35331231";"rzane@escelsa.com.br";"94285560763";"";"04";"03";"";"";"";"";"";"22";"03";"32";"320440";"02/12/2001";"elisandra ch";"";"";"";"08";"";"";"";"";"";"4000";"";"";"";"";"";"D";"01/01/9000";"";"";""
"ES00000000000000002402057000142";"2448955";"";"3";"1";"LABORATORIO DE ANALISES CLINICAS PARAGUASSU LTDA";"LABORATORIO PARAGUASSU";"RUA HENRIQUE DIAS";"32";"";"CENTRO";"29780000";"0003";"";"";"";"(27)37271221";"(27)37271221";"";"";"02402057000142";"04";"01";"";"";"";"";"";"39";"03";"32";"320470";"29/11/2001";"luciano g b";"";"";"";"08";"";"";"";"";"";"2000";"";"";"";"";"";"D";"01/01/9000";"";"";""
"MG0000311800000004611678000161";"2172321";"";"3";"1";"ORTOCENTER CLINICA DE FISIOTERAPIA LTDA";"ORTOCENTER CLINICA DE FISIOTERAIA LTDA";"R MARCEHAL FLORIANO";"462";"";"CENTRO";"36404000";"03";"";"";"";"(31)37313960";"";"";"";"04611678000161";"04";"02";"";"";"";"";"";"36";"03";"31";"311800";"13/05/2002";"silvia";"";"";"";"08";"";"";"";"";"";"2000";"";"";"";"";"";"M";"05/06/2002";"";"";""
"MA0000211150000006695936000160";"2825988";"";"3";"1";"SINDICATO DOS TRABALHADORES RURAIS DE SAO MATEUS";"SINDICATO DOS TRABALHADORES RURAIS DE SAO MATEUS";"AVENIDA RODOVIARIA";"S/N";"";"CENTRO";"65470000";"005";"";"";"";"(98)6391818";"";"";"";"06695936000160";"04";"01";"";"";"";"";"";"22";"02";"21";"211150";"14/01/2003";"sesma";"";"";"";"08";"";"";"";"";"";"2000";"";"";"";"";"";"M";"05/11/2003";"";"";""
"MG200000000000021423033000114";"2207028";"";"3";"1";"SINDICATO DOS PRODUTORES RURAIS DE BOM SUCESSO";"SINDICATO DE BOM SUCESSO";"RUA VILA MACAIA";"34";"";"SAO JOSE";"37220000";"20";"000";"000";"000";"(32)38411209";"";"";"";"21423033000114";"04";"01";"";"";"";"";"";"22";"03";"31";"310800";"15/05/2003";"carlos";"";"";"";"08";"";"";"";"";"";"3000";"";"";"";"";"";"M";"23/12/2002";"";"";""
"MS00000000000000003632914000163";"2370921";"";"3";"1";"LABORATORIO DIGNOSE CUNHA LTDA";"LABORATORIO DIGNOSE CUNHA LTDA";"FUNDOS";"96";"FUNDOS";"CENTRO";"79002365";"1";"";"";"";"(67)3244167";"(67)3245274";"";"";"03632914000163";"04";"03";"33.466";"15-fev-2001 00:00:00";"2 ";"";"";"39";"03";"50";"500270";"11/06/2002";"eloides";"";"";"";"08";"";"";"";"";"";"2000";"";"";"";"";"";"E";"07/11/2001";"";"";""
"RO00000000000000063784722000102";"2515792";"";"3";"1";"J V DE ANDRADE";"LABORATORIO DE ANAL CLIN ALBERT SABIN GUAJARA MIRIM";"AVN LEOPOLDO DE MATOS";"2131";"";"CENTRO";"78957000";"";"";"";"";"(69)5412589";"(69)5412692";"labalbertsabin@gm.net.com.br";"";"63784722000102";"04";"01";"S/N";"11-mai-2001 00:00:00";"2 ";"";"";"39";"03";"11";"110010";"17/11/2001";"caio";"";"";"";"08";"";"";"";"";"";"2000";"";"";"";"";"";"M";"12/03/2002";"";"";""
"MG0000313130000000003610003677";"2179768";"";"1";"1";"BRUNO DE SOUZA RIBEIRO";"RIBEIRO EXAMES RADIOGRAFICOS";"RUA ITAJUBA";"205";"";"CENTRO";"35160035";"";"";"";"";"(31)38245070";"";"";"03610003677";"";"04";"01";"";"";"";"";"";"22";"03";"31";"313130";"09/07/2003";"milton jesus";"";"";"";"08";"";"";"";"";"";"4000";"";"";"";"";"";"M";"09/08/2003";"";"";""
"ES00040000000000000073094935753";"2630222";"";"1";"1";"CONSULTORIO ODOTOLOGICO";"SUELY REUTER OLIVEIRA NASCIMENTO";"RUA HERMINIO POIARES";"85";"";"CENTRO";"29960000";"0004";"";"";"";"(27)37621642";"";"";"73094935753";"";"04";"01";"241";"01-dez-2001 00:00:00";"2 ";"";"";"22";"03";"32";"320160";"30/09/2002";"evandro";"";"";"";"08";"";"";"";"";"";"4000";"";"";"";"";"";"M";"19/11/2002";"";"";""
"PA0000150010000000003406873200";"2318717";"";"1";"1";"JOSE MANOEL MARQUES RODRIGUES BRANDAO";"JOSE MANOEL MARQUES RODRIGUES BRANDAO";"RUA SIQUEIRA MENDES";"1671";"";"CENTRO";"68440000";"6ª";"";"";"";"(91)37511835";"";"";"03406873200";"";"04";"02";"02600";"03-fev-2000 00:00:00";"2 ";"";"";"22";"02";"15";"150010";"15/07/2002";"rivaisa";"";"";"";"08";"";"";"";"";"";"4000";"";"";"";"";"";"M";"30/10/2001";"";"";""
"MG180000000000022790844000116";"2208768";"";"3";"1";"ASSOCIACAO DE PROTECAO A MATERNIDADE INFANCIA MURIAE";"CASA DA CRIANCA";"R CEL IZALINO";"161";"";"CENTRO";"36880000";"018";"";"";"";"(32)37211328";"(  )";"";"";"22790844000116";"04";"01";"";"";"";"";"";"70";"03";"31";"314390";"25/09/2002";"plan";"";"";"";"08";"";"";"";"";"";"3000";"";"";"";"";"";"M";"23/12/2002";"";"";""
"PA0000150180000000000000004847";"2317745";"04875100000112";"3";"3";"SINDICATO RURAL DE BREVES";"CONSULTORIO MEDICO SINDICATO DE BREVES";"RUA DR ASSIS";"";"";"CENTRO";"68800000";"8";"";"";"";"";"";"";"";"";"04";"01";"161/01";"10-mai-2001 00:00:00";"2 ";"";"";"22";"01";"15";"150180";"01/10/2002";"marcio";"";"";"";"08";"";"";"";"";"";"3000";"";"";"";"";"";"S";"30/10/2001";"";"";""
"2311302565927";"2565927";"";"3";"1";"SINDICATO DOS TRABALHADORES RURAIS DE QUIXADA";"SINDICATO DOS TRABALHADORES RURAIS DE QUIXADA";"RUA RODRIGUES JUNIOR";"S/N";"ZONA URBANA";"CENTRO";"63900000";"0008";"";"";"";"(88)4120481";"";"";"";"07721723000129";"04";"01";"177/2001";"30-abr-2001 00:00:00";"2 ";"";"";"22";"04";"23";"231130";"21/09/2002";"sesa";"";"";"";"08";"";"";"";"";"";"3000";"";"";"";"";"";"M";"08/05/2002";"";"";""
"ES00000000000000027503747000119";"2448882";"";"3";"1";"SINDICATO RURAL DE SAO GABRIEL";"SINDICATO RURAL DE SAO GABRIEL";"RUA 14 DE MAIO";"54";"";"CENTRO";"29780000";"003";"";"";"";"(27)37271534";"(27)37271534";"srsg@sgpnet.com.br";"";"27503747000119";"04";"01";"";"";"";"";"";"22";"01";"32";"320470";"29/11/2001";"luciano g b";"";"";"";"08";"";"";"";"";"";"3000";"";"";"";"";"";"D";"01/01/9000";"";"";""
"3304559063862";"9063862";"";"3";"1";"PAULO PORTES SANTOS CLINICA UROLOGICA";"PAULO PORTES SANTOS CLINICA UROLOGICA";"RUA URUGUAIANA";"10";"SALAS 1005 E 1006 PA";"CENTRO";"20050090";"";"";"";"";"(21) 2242-8206";"";"uropps@gmail.com";"";"05505306000202";"04";"01";"09/97/025897/2019";"01-mai-2019 00:00:00";"2 ";"30-abr-2020 00:00:00";"1";"22";"03";"33";"330455";"11/09/2019";"SIMPLIFICADO";"62769839772";"";"";"";"";"-22.9061872";"-43.1785202";"11/09/2019";"SIMPLIFICADO";"2232";"N";"";"S";"";"";"M";"11/09/2016";"016";"001";""
"5100609042261";"9042261";"01362680000156";"3";"3";"PREFEITURA MUNICIPAL DE ALTO TAQUARI";"UNIDADE BASICA DE SAUDE DA FAMILIA DE ALTO TAQUARI III";"RUA ONDINO RODRIGUES DE LIMA";"550";"";"PARQUE ALTO TAQUARI";"78785000";"";"";"";"";"";"";"programas.saude@gmail.com";"";"";"04";"01";"";"";"";"";"";"02";"03";"51";"510060";"03/12/2018";"SMSAT";"80184472172";"";"";"";"";"-17.826";"-53.282";"30/04/2019";"SMSAT";"1244";"N";"";"N";"";"";"M";"23/08/2016";"001";"012";""
"2201909065849";"9065849";"00749590000150";"3";"3";"SMS DE BOM JESUS";"UNID BASICA DE SAUDE RAIMUNDO NONATO NUNES DA SILVA";"RUA DO GROTAO";"S/N";"";"CHAPADINHA";"64900000";"";"";"";"";"";"";"";"";"";"04";"03";"";"";"";"";"";"02";"03";"22";"220190";"06/06/2019";"2201903";"66258952372";"";"";"";"";"-9.070963";"-44.366913";"06/06/2019";"2201903";"1031";"N";"";"N";"";"";"M";"11/09/2016";"001";"012";""
"3304559061916";"9061916";"";"3";"1";"ASSISTENCIA DENTARIA GALEAO LTDA";"ASISTENCIA DENTARIA GALEAO ILHA 2";"ESTRADA DO CACUIA";"81";"SOBRADO";"CACUIA ILHA";"22240000";"";"";"22";"";"2467-2661";"";"isaurafiock@gmail.com";"";"01543987000153";"04";"03";"LICENCA SANITARIA";"15-abr-2016 00:00:00";"2 ";"15-abr-2018 00:00:00";"1";"22";"03";"33";"330455";"07/03/2017";"SMS RIO";"";"";"";"";"";"";"";"";"";"2232";"N";"";"S";"";"";"M";"11/09/2016";"016";"001";""
"3304559064915";"9064915";"";"1";"1";"MARIO BERLINK FARIA";"MARIO BERLINK FARIA";"RUA DO CATETE";"311";"SALA 619";"CATETE";"22220901";"";"";"";"";"";"";"";"66615119749";"";"04";"01";"ASSENTIMENTO SANITARIO";"17-fev-2004 00:00:00";"2 ";"";"";"22";"03";"33";"330455";"06/09/2016";"SMS RIO";"";"";"";"";"";"";"";"";"";"4000";"N";"";"S";"";"";"M";"11/09/2016";"016";"001";""
"3304559065253";"9065253";"";"3";"1";"IMUNO VIDA CLINICA DE VACINAS LTDA ME";"IMUNO VIDA";"ESTRADA DOS TRES RIOS";"200";"BLOCO 02 SALA 303";"FREGUESIA";"22755002";"";"";"";"";"21 24438735";"";"imunovida.clinicadevacinas@gmail.com";"";"20298847000101";"04";"03";"09/97/025083/2019";"01-mai-2019 00:00:00";"2 ";"30-abr-2020 00:00:00";"1";"36";"03";"33";"330455";"19/07/2019";"APPACCE";"69858098715";"451235";"";"";"";"";"";"";"";"2062";"N";"";"S";"";"";"M";"11/09/2016";"025";"017";"N"
"3304909058958";"9058958";"28636579000950";"3";"3";"SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO";"USF IPIIBA";"ESTRADA DE IPIIBA";"S/N";"CIEP 414";"IPIIBA";"24738416";"";"";"";"";"";"";"";"";"";"04";"03";"";"";"";"";"";"02";"03";"33";"330490";"24/06/2019";"CNESAB";"00108167712";"";"";"";"";"-22.827";"-43.054";"24/06/2019";"CNESAB";"1244";"N";"";"S";"";"";"M";"11/09/2016";"001";"012";""
"3516209061290";"9061290";"";"1";"1";"FREDERICO ALONSO SABINO DE FREITAS";"FREDERICO ALONSO SABINO DE FREITAS";"RUA PROFESSOR CARMELINO CORREA JR";"521";"";"SAO JOSE";"14401292";"208";"";"";"";"1637223721";"";"";"69683964672";"";"04";"03";"35162000486300051810";"22-ago-2016 00:00:00";"2 ";"";"";"22";"03";"35";"351620";"08/09/2016";"JOSIANE";"";"";"";"";"";"";"";"";"";"4000";"";"";"S";"";"";"M";"11/09/2016";"016";"001";""
"3516209061304";"9061304";"";"3";"1";"PSICOCLINICA SERVICOS MEDICOS EIRELI";"PSICOCLINICA SAUDE E BEM ESTAR";"ANTONIO TORRES PENEDO";"520";"";"SAO JOAQUIM";"14406352";"";"";"";"";"16 37221500";"";"daiana@assesconfranca.com.br";"";"25065736000179";"04";"01";"";"";"";"";"";"36";"03";"35";"351620";"08/09/2016";"JOSIANE";"";"";"";"";"";"";"";"";"";"2305";"";"";"S";"";"";"M";"11/09/2016";"";"";""
"4115709064230";"9064230";"";"3";"1";"ANA PAULA FERNANDES BARBOZA CLINICA ODONTOLOGICA";"ORTO VIPS";"DA FONTE";"429";"";"CENTRO";"83260000";"1";"";"";"";"41 34739069";"";"volarecontabilidade@hotmail.com";"";"25142281000148";"04";"03";"501/2016";"18-ago-2016 00:00:00";"2 ";"18-ago-2017 00:00:00";"1";"22";"03";"41";"411570";"24/04/2019";"411570";"07011344969";"22139";"";"";"";"-25.8161175";"-48.5353556";"08/04/2019";"411570";"2135";"N";"";"S";"";"";"M";"11/09/2016";"016";"001";""
"4119509052666";"9052666";"76105675000167";"3";"3";"PREFEITURA MUNICIPAL DE PIRAQUARA";"U S MARIA FRANCELINA DOS SANTOS";"RUA JURI DANILENKO";"2936";"";"PLANTA SANTA LUCIA";"83311090";"02";"";"";"";"3551-1187";"";"";"";"";"04";"01";"";"";"";"";"";"02";"03";"41";"411950";"06/09/2019";"TESTE";"03892774951";"480320";"";"";"";"-25.4637128";"-49.1349843";"06/09/2019";"TESTE";"1244";"N";"";"S";"";"";"M";"11/09/2016";"001";"012";""
"3106209068279";"9068279";"18715383000140";"3";"3";"MUNICIPIO DE BELO HORIZONTE";"UNIDADE DE PRONTO ATENDIMENTO NOROESTE II HOB";"RUA JOAO CARVALHAIS DE PAIVA";"85";"";"SAO CRISTOVAO";"31270720";"";"";"";"";"32776181";"";"hobsuper@pbh.gov.br";"";"";"03";"03";"";"";"";"";"";"73";"06";"31";"310620";"28/06/2019";"PRISCILA";"49484818668";"15068";"";"";"";"-19.904221247326504";"-43.94812345504761";"26/04/2019";"PRISCILA";"1244";"S";"";"S";"";"";"M";"15/09/2016";"008";"007";""
"4209009064273";"9064273";"";"3";"1";"SERVICOS DE ANESTESIOLOGIA E MEDICINA PERIOPERATORIA DE JOAC";"SAMP";"BARAO DO RIO BRANCO";"552";"SALA 3";"CENTRO";"89600000";"7";"";"";"";"49 35213853";"";"sedarjba@gmail.com";"";"24387155000190";"04";"01";"243/2019";"23-jan-2019 00:00:00";"2 ";"31-dez-2019 00:00:00";"1";"22";"03";"42";"420900";"10/06/2019";"RHJBA";"00529821907";"18786";"";"";"";"-27.174445697419827";"-51.50882005691528";"03/05/2019";"RHJBA";"2062";"N";"";"S";"";"";"M";"11/09/2016";"016";"001";"N"
"4212909059032";"9059032";"83021857000115";"3";"3";"MUNICIPIO DE PINHALZINHO";"UNIDADE BASICA DE SAUDE OTILIA BRUISMA";"AVENIDA MATO GROSSO";"3050";"";"PIONEIRO";"89870000";"10";"";"";"";"4933666666";"";"";"";"";"04";"01";"";"";"";"";"";"02";"03";"42";"421290";"05/09/2019";"FELIPE";"08305925986";"2700";"";"";"";"-26.854876925374718";"-53.00281047821045";"24/04/2019";"FELIPE";"1244";"N";"";"S";"";"";"M";"11/09/2016";"001";"012";""
"4322409061487";"9061487";"88131164000107";"3";"3";"MUNICIPIO DE URUGUAIANA";"LABORATORIO DE MONITORAMENTO DE INFECCOES HIV";"BR 472 KM 592";"01";"";"INTERIOR";"97508000";"";"";"";"";"";"";"";"";"";"04";"02";"334/09";"02-jan-2009 00:00:00";"2 ";"02-jan-2018 00:00:00";"1";"80";"03";"43";"432240";"17/07/2019";"SAUDE";"77706072053";"6572";"";"";"";"";"";"";"";"1244";"N";"";"S";"";"";"M";"11/09/2016";"018";"002";""
"2211009068538";"9068538";"";"3";"1";"A C P SERVICOS ESPECIALIZADOS EM SAUDE LTDA ME";"SAUDE EM CASA";"RUA COELHO RODRIGUES";"1938";"";"CENTRO";"64000330";"";"";"";"";"";"";"";"";"19773812000106";"04";"01";"";"";"";"";"";"36";"03";"22";"221100";"25/10/2016";"GESTORES";"";"";"";"";"";"";"";"";"";"2062";"N";"";"S";"";"";"M";"15/09/2016";"";"";""
"3506009062726";"9062726";"";"3";"1";"ROSEVELTE SILVA SERVICOS MEDICOS LTDA ME";"ROSEVELTE SILVA SERVICOS MEDICOS";"RUA RUY MENDES DE ROSIS";"1175";"";"JARDIM INFANTE DOM H";"17012636";"";"";"";"";"997019923";"";"crosevelte@bol.com.br";"";"24833772000172";"04";"03";"612356.2016-00";"02-jun-2016 00:00:00";"2 ";"24-mai-2017 00:00:00";"1";"22";"06";"35";"350600";"11/07/2019";"CADASTRADOR";"16505279857";"111908";"";"";"";"-22.342931162727478";"-49.04998540878296";"11/07/2019";"CADASTRADOR";"2062";"S";"";"S";"";"";"M";"15/09/2016";"016";"001";""
"3148009068422";"9068422";"18602011000107";"3";"3";"PREFEITURA DE PATOS DE MINAS";"ODONTOMOVEL V";"COMUNIDADE DE ALAGOAS";"S/N";"";"COMUNIDADE DE ALAGOA";"38703556";"07";"";"";"";"";"";"";"";"";"04";"02";"412/18";"07-jun-2018 00:00:00";"2 ";"07-jun-2022 00:00:00";"1";"40";"03";"31";"314800";"21/06/2019";"MIRIAN";"61794546634";"20443";"";"";"";"-18.579";"-46.518";"21/06/2019";"MIRIAN";"1244";"N";"";"N";"";"";"M";"17/09/2016";"016";"001";"S"
"3524309068570";"9068570";"";"3";"1";"M F SERVICOS DE CLINICA MEDICA MEDICINA OCUPACIONAL E SEGU";"CLINICA MEDICINA OCUPACIONAL E SEGURANCA DO TRABALHO";"RUA MIMI ALEMAGNA";"317";"";"CENTRO";"14870280";"213";"";"";"";"32023155";"";"";"";"17699431000190";"04";"01";"352430311-863-000521-1-6";"13-set-2016 00:00:00";"2 ";"12-dez-2019 00:00:00";"1";"04";"03";"35";"352430";"22/03/2019";"LEILA";"28906719841";"125222";"";"";"";"-21.257501471630633";"-48.31578969955444";"18/06/2018";"LEILA";"2062";"N";"";"S";"";"";"M";"21/09/2016";"002";"022";""
"3303309067019";"9067019";"";"1";"1";"SONIA REGINA TOSO";"SONIA REGINA TOSO";"RUA OTAVIO CARNEIRO";"143";"SALA 1911";"ICARAI";"24230190";"";"";"";"";"21-2719-8258";"";"soniatoso@ig.com.br";"28415736720";"";"04";"01";"200/30/4019/2016";"29-abr-2016 00:00:00";"";"29-abr-2017 00:00:00";"1";"22";"03";"33";"330330";"09/09/2016";"DECAU";"";"";"";"";"";"";"";"";"";"4000";"N";"";"S";"";"";"M";"21/09/2016";"016";"001";""
"3304559031758";"9031758";"";"3";"1";"AML SERVICOS MEDICOS LTDA";"AML";"AV BRUXELAS";"134";"SALA 505";"BONSUCESSO";"21041000";"";"";"";"";"21 - 999850756";"";"nisaaml@yahoo.com.br";"";"40187288000170";"04";"03";"09970090772018";"20-mar-2018 00:00:00";"2 ";"20-mar-2020 00:00:00";"1";"22";"03";"33";"330455";"24/03/2018";"IRIAN";"";"";"";"";"";"";"";"";"";"2240";"N";"";"S";"";"";"M";"01/08/2016";"016";"001";""
"4106909071261";"9071261";"";"3";"1";"CLINICA DE CIRURGIA PLASTICA DR SANDRO BEIRA EIRELI";"CLINICA DE CIRURGIA PLASTICA DR SANDRO BEIRA";"AV DO BATEL";"1920";"LOJA A";"BATEL";"80420090";"02";"";"07";"";"41 33429992";"";"contato@clinicasandrobeira.com.br";"";"05816892000117";"04";"03";"04434/2015";"02-set-2015 00:00:00";"2 ";"02-set-2017 00:00:00";"1";"36";"04";"41";"410690";"24/07/2019";"LIBECKER";"56720246968";"12951";"";"";"";"-25.4440618";"-49.2912602";"24/07/2019";"LIBECKER";"2313";"N";"";"S";"";"";"M";"21/09/2016";"016";"001";"N"
